State,Year,Topic
MS,2022,Climate Change - Carbon Capture and Sequestration
MS,2021,Fossil Energy
MS,2021,Energy Efficiency
MS,2021,Fossil Energy
MS,2021,Fossil Energy
MS,2021,Fossil Energy
MS,2021,Fossil Energy
MS,2021,Climate Change
MS,2021,Energy Efficiency
MS,2021,Energy Security and Critical Infrastructure
MS,2021,Renewable Energy
MS,2021,Fossil Energy
MS,2020,Fossil Energy
MS,2020,Fossil Energy
MS,2020,Fossil Energy
MS,2020,Energy Security and Critical Infrastructure
MS,2020,Financing Energy Efficiency and Renewable Energy
MS,2020,Renewable Energy
MS,2020,Energy Security and Critical Infrastructure
MS,2020,Transportation
MS,2019,Fossil Energy
MS,2019,Energy Efficiency
MS,2019,Transportation
MS,2019,Energy Efficiency
MS,2019,Nuclear Energy Facilities
MS,2018,Utility Regulation
MS,2018,Fossil Energy
MS,2018,Fossil Energy
MS,2018,Utility Regulation
MS,2018,Fossil Energy
MS,2017,Energy Efficiency
MS,2016,Energy Efficiency
MS,2016,Utility Regulation
MS,2016,Energy Security and Critical Infrastructure
MS,2015,Utility Regulation
MS,2015,Transportation
MS,2015,Energy Security and Critical Infrastructure
MS,2014,Fossil Energy
MS,2014,Transportation
MS,2014,Renewable Energy - Hydrogren
MS,2014,Energy Efficiency
MS,2014,Energy Efficiency
MS,2014,Fossil Energy
MS,2013,Climate Change
MS,2013,Energy Efficiency
MS,2013,Energy Efficiency
MS,2013,Energy Efficiency
MS,2013,Energy Efficiency
MS,2013,Transportation
MS,2013,Fossil Energy
MS,2012,Fossil Energy
MS,2012,Fossil Energy
MS,2012,Renewable Energy
MS,2011,Climate Change
MS,2010,Energy Efficiency
MS,2009,Fossil Energy
MS,2009,Fossil Energy - Coal
MS,2009,Fossil Energy
MS,2009,Energy Efficiency
MS,2009,Fossil Energy
MS,2009,Transportation - Alt Fuel/Hybrid
MS,2009,Renewable Energy
MO,2021,Renewable Energy - Wind
MO,2021,Energy Efficiency
MO,2021,Fossil Energy - Natural Gas
MO,2021,Energy Efficiency
MO,2021,Energy Efficiency
MO,2020,Fossil Energy
MO,2019,Renewable Energy
MO,2019,Renewable Energy
MO,2019,Energy Security and Critical Infrastructure
MO,2018,Energy Efficiency
MO,2018,Fossil Energy
MO,2018,Energy Security and Critical Infrastructure
MO,2018,Nuclear Energy Facilities
MO,2016,Renewable Energy
MO,2015,Energy Efficiency
MO,2015,Energy Efficiency
MO,2015,Climate Change
MO,2015,
MO,2014,Energy Efficiency
MO,2014,Climate Change
MO,2014,Energy Efficiency
MO,2014,Transportation
MO,2014,Energy Security and Critical Infrastructure
MO,2014,Energy Security and Critical Infrastructure
MO,2014,Climate Change
MO,2014,Transportation
MO,2013,Energy Efficiency
MO,2013,Energy Efficiency
MO,2013,
MO,2012,Fossil Energy
MO,2012,Transportation
MO,2011,Transportation
MO,2011,Nuclear / Radioactive Waste
MO,2011,Financing Energy Efficiency and Renewable Energy
MO,2009,Nuclear Energy Facilities
MO,2009,Nuclear Energy Facilities
MO,2009,Energy Efficiency
MO,2009,Nuclear Energy Facilities
MO,2009,Transportation - Alt Fuel/Hybrid
MO,2008,Energy Efficiency
MO,2008,Renewable Energy
MT,2021,Financing Energy Efficiency and Renewable Energy
MT,2021,Fossil Energy
MT,2021,Utility Regulation
MT,2021,Transportation
MT,2021,Utility Regulation
MT,2021,Utility Regulation
MT,2021,Renewable Energy
MT,2021,Fossil Energy
MT,2021,Energy Efficiency
MT,2021,Climate Change - Carbon Capture and Sequestration
MT,2021,Utility Regulation
MT,2021,Utility Regulation
MT,2021,Renewable Energy
MT,2021,Climate Change
MT,2021,Utility Regulation
MT,2021,Utility Regulation
MT,2021,Electric Grid and Transmission
MT,2021,Fossil Energy
MT,2021,Renewable Energy
MT,2021,Renewable Energy
MT,2021,Climate Change
MT,2021,Fossil Energy
MT,2021,Renewable Energy
MT,2021,Electric Grid and Transmission
MT,2021,Renewable Energy
MT,2021,Green Jobs
MT,2021,Fossil Energy
MT,2021,Fossil Energy
MT,2019,Fossil Energy
MT,2019,Fossil Energy
MT,2019,Fossil Energy
MT,2019,Fossil Energy
MT,2019,Renewable Energy
MT,2019,Energy Efficiency
MT,2019,Fossil Energy
MT,2019,Utility Regulation
MT,2019,Fossil Energy
MT,2019,Utility Regulation
MT,2019,Fossil Energy
MT,2019,Utility Regulation
MT,2019,Fossil Energy
MT,2019,Renewable Energy
MT,2019,Fossil Energy
MT,2019,Transportation
MT,2019,Utility Regulation
MT,2019,Fossil Energy
MT,2019,Energy Efficiency
MT,2019,Electric Grid and Transmission
MT,2019,Energy Efficiency
MT,2019,Fossil Energy
MT,2017,Energy Efficiency
MT,2017,Renewable Energy
MT,2017,Electric Grid and Transmission
MT,2017,Renewable Energy
MT,2017,Electric Grid and Transmission
MT,2017,Utility Regulation
MT,2017,Financing Energy Efficiency and Renewable Energy
MT,2017,Electric Grid and Transmission
MT,2017,Fossil Energy
MT,2017,Nuclear / Radioactive Waste
MT,2017,Fossil Energy
MT,2017,Fossil Energy
MT,2015,Energy Efficiency
MT,2015,Financing Energy Efficiency and Renewable Energy
MT,2015,Utility Regulation
MT,2015,Utility Regulation
MT,2015,Nuclear / Radioactive Waste
MT,2015,Fossil Energy
MT,2015,Fossil Energy
MT,2015,Fossil Energy
MT,2015,Renewable Energy
MT,2015,Energy Efficiency
MT,2015,Climate Change
MT,2015,Fossil Energy
MT,2015,Fossil Energy
MT,2015,Energy Efficiency
MT,2015,Fossil Energy
MT,2015,Fossil Energy
MT,2015,Fossil Energy
MT,2015,Fossil Energy
MT,2015,Energy Efficiency
MT,2015,Fossil Energy
MT,2015,Climate Change
MT,2015,Fossil Energy
MT,2015,Energy Efficiency
MT,2013,Renewable Energy
MT,2013,Fossil Energy
MT,2013,Energy Efficiency
MT,2013,Fossil Energy
MT,2013,Renewable Energy
MT,2013,Renewable Energy
MT,2013,Fossil Energy
MT,2013,Renewable Energy
MT,2013,Transportation
MT,2013,Fossil Energy
MT,2013,Climate Change
MT,2013,
MT,2013,Renewable Energy
MT,2013,Renewable Energy
MT,2013,Renewable Energy
MT,2013,Fossil Energy
MT,2011,Renewable Energy
MT,2011,Energy Efficiency
MT,2011,Energy Efficiency
MT,2011,Energy Efficiency
MT,2011,Climate Change
MT,2011,Fossil Energy
MT,2011,Renewable Energy
MT,2011,Fossil Energy
MT,2011,Fossil Energy
MT,2011,Fossil Energy
MT,2009,Energy Efficiency
MT,2009,Energy Efficiency
MT,2009,Nuclear Energy Facilities
MT,2009,Transportation - Alt Fuel/Hybrid
MT,2009,Fossil Energy
MT,2009,Fossil Energy
MT,2009,Energy Efficiency
MT,2009,Fossil Energy - Coal
MT,2009,Fossil Energy
MT,2009,Energy Efficiency
MT,2009,Renewable Energy
MT,2009,Renewable Energy
MT,2009,Renewable Energy
MT,2009,Renewable Energy
MT,2009,Renewable Energy
MT,2009,Renewable Energy - Solar
MT,2009,Fossil Energy
MT,2009,Renewable Energy
MT,2009,Fossil Energy
MT,2009,Renewable Energy
MT,2009,Transportation - Alt Fuel/Hybrid
MT,2009,Transportation - Alt Fuel/Hybrid
MT,2009,Fossil Energy
MT,2009,Fossil Energy
MT,2009,Fossil Energy
MT,2009,Fossil Energy
MT,2009,Fossil Energy
MT,2009,Fossil Energy
MT,2009,Renewable Energy
MT,2009,Fossil Energy
NE,2022,Financing Energy Efficiency and Renewable Energy
NE,2022,Nuclear Energy Facilities
NE,2022,Energy Efficiency - Building Codes and Standards
NE,2022,Fossil Energy - Natural Gas
NE,2022,Utility Regulation
NE,2022,Energy Efficiency
NE,2022,Energy Efficiency
NE,2022,Utility Regulation
NE,2022,Energy Efficiency
NE,2022,Energy Efficiency
NE,2022,Green Jobs
NE,2022,Climate Change
NE,2022,Fossil Energy
NE,2022,Renewable Energy
NE,2021,Financing Energy Efficiency and Renewable Energy
NE,2021,Nuclear Energy Facilities
NE,2021,Energy Efficiency - Building Codes and Standards
NE,2021,Fossil Energy - Natural Gas
NE,2021,Utility Regulation
NE,2021,Energy Efficiency
NE,2021,Energy Efficiency
NE,2021,Utility Regulation
NE,2021,Energy Efficiency
NE,2021,Energy Efficiency
NE,2021,Green Jobs
NE,2021,Fossil Energy
NE,2021,Climate Change
NE,2020,Energy Security and Critical Infrastructure
NE,2020,Energy Efficiency
NE,2020,Renewable Energy
NE,2020,Energy Efficiency
NE,2020,Electric Grid and Transmission
NE,2020,Transportation
NE,2020,Climate Change
NE,2020,Energy Efficiency
NE,2020,Energy Efficiency
NE,2020,Fossil Energy
NE,2020,Fossil Energy
NE,2020,Renewable Energy
NE,2020,Electric Grid and Transmission
NE,2020,Financing Energy Efficiency and Renewable Energy
NE,2020,Transportation
NE,2020,Renewable Energy
NE,2019,Energy Security and Critical Infrastructure
NE,2019,Energy Efficiency
NE,2019,Energy Efficiency
NE,2019,Electric Grid and Transmission
NE,2019,Transportation
NE,2019,Climate Change
NE,2019,Energy Efficiency
NE,2019,Fossil Energy
NE,2019,Fossil Energy
NE,2019,Renewable Energy
NE,2018,Transportation
NE,2018,Transportation
NE,2018,Electric Grid and Transmission
NE,2018,Energy Efficiency
NE,2018,Renewable Energy
NE,2017,Transportation
NE,2017,Transportation
NE,2017,Electric Grid and Transmission
NE,2017,Energy Efficiency
NE,2016,Renewable Energy
NE,2016,
NE,2016,Renewable Energy
NE,2016,Energy Efficiency
NE,2016,Renewable Energy
NE,2016,Climate Change
NE,2016,Climate Change
NE,2016,Renewable Energy
NE,2016,Renewable Energy
NE,2016,Energy Efficiency
NE,2016,Renewable Energy
NE,2016,Transportation
NE,2016,Renewable Energy
NE,2016,Renewable Energy
NE,2016,Energy Efficiency
NE,2016,Transportation
NE,2016,Energy Security and Critical Infrastructure
NE,2016,Energy Efficiency
NE,2015,Renewable Energy
NE,2015,
NE,2015,Renewable Energy
NE,2015,Energy Efficiency
NE,2015,Renewable Energy
NE,2015,Climate Change
NE,2015,Climate Change
NE,2015,Renewable Energy
NE,2015,Renewable Energy
NE,2015,Energy Efficiency
NE,2015,Transportation
NE,2015,Renewable Energy
NE,2014,Renewable Energy
NE,2014,Energy Efficiency
NE,2014,Transportation
NE,2014,Renewable Energy
NE,2014,Climate Change
NE,2014,Climate Change
NE,2014,Renewable Energy
NE,2014,Transportation
NE,2014,Transportation
NE,2014,Energy Efficiency
NE,2014,Fossil Energy
NE,2014,Climate Change
NE,2014,Electric Grid and Transmission
NE,2013,Renewable Energy
NE,2013,Energy Efficiency
NE,2013,Transportation
NE,2013,Climate Change
NE,2013,Climate Change
NE,2013,Renewable Energy
NE,2012,Energy Security and Critical Infrastructure
NE,2012,Energy Security and Critical Infrastructure
NE,2012,
NE,2012,Energy Efficiency
NE,2012,Energy Efficiency
NE,2012,Financing Energy Efficiency and Renewable Energy
NE,2012,Nuclear / Radioactive Waste
NE,2012,Renewable Energy
NE,2012,Nuclear / Radioactive Waste
NE,2012,Renewable Energy
NE,2012,Transportation
NE,2012,Fossil Energy
NE,2012,Energy Security and Critical Infrastructure
NE,2011,
NE,2011,Energy Efficiency
NE,2011,Energy Efficiency
NE,2011,Financing Energy Efficiency and Renewable Energy
NE,2010,Nuclear / Radioactive Waste
NE,2010,
NE,2010,Renewable Energy
NE,2010,Nuclear / Radioactive Waste
NE,2010,Renewable Energy
NE,2010,Renewable Energy
NE,2010,Renewable Energy
NE,2010,Fossil Energy
NE,2010,
NE,2010,Energy Efficiency
NE,2010,Renewable Energy
NE,2009,Transportation - Alt Fuel/Hybrid
NE,2009,Nuclear Energy Facilities
NE,2009,Renewable Energy
NE,2009,Transportation - Alt Fuel/Hybrid
NE,2009,Nuclear Energy Facilities
NE,2009,Renewable Energy
NE,2009,Renewable Energy
NE,2009,Renewable Energy
NE,2009,Fossil Energy
NE,2008,Renewable Energy
NV,2021,Energy Security and Critical Infrastructure
NV,2021,Fossil Energy
NV,2021,Energy Efficiency
NV,2021,Transportation
NV,2021,Energy Efficiency
NV,2021,Fossil Energy - Natural Gas
NV,2021,Fossil Energy
NV,2021,Energy Efficiency
NV,2021,Energy Efficiency
NV,2021,Renewable Energy
NV,2021,Green Jobs
NV,2021,Transportation
NV,2021,Climate Change - Emissions Reduction
NV,2021,Climate Change
NV,2021,Electric Grid and Transmission
NV,2021,Energy Efficiency
NV,2021,Electric Grid and Transmission
NV,2021,Climate Change - Emissions Reduction
NV,2021,Climate Change - Emissions Reduction
NV,2019,Transportation
NV,2019,Transportation
NV,2019,Energy Efficiency
NV,2019,Fossil Energy
NV,2019,Transportation
NV,2019,Energy Security and Critical Infrastructure
NV,2019,Climate Change
NV,2019,Renewable Energy
NV,2019,Transportation
NV,2019,Utility Regulation
NV,2019,Energy Security and Critical Infrastructure
NV,2019,Renewable Energy
NV,2019,Transportation
NV,2019,Electric Grid and Transmission
NV,2019,Energy Efficiency
NV,2019,Utility Regulation
NV,2017,Energy Efficiency
NV,2017,Nuclear / Radioactive Waste
NV,2017,Electric Grid and Transmission
NV,2017,Electric Grid and Transmission
NV,2017,Electric Grid and Transmission
NV,2017,Energy Efficiency
NV,2017,Energy Efficiency
NV,2017,Electric Grid and Transmission
NV,2017,Energy Efficiency
NV,2017,Renewable Energy
NV,2017,Electric Grid and Transmission
NV,2017,Energy Efficiency
NV,2017,Electric Grid and Transmission
NV,2015,Transportation
NV,2015,Fossil Energy
NV,2015,Fossil Energy
NV,2015,Renewable Energy
NV,2015,Energy Efficiency
NV,2015,Fossil Energy
NV,2015,Utility Regulation
NV,2015,Renewable Energy
NV,2015,Energy Efficiency
NV,2015,Energy Efficiency
NV,2015,Renewable Energy
NV,2015,Energy Efficiency
NV,2015,Financing Energy Efficiency and Renewable Energy
NV,2015,Renewable Energy
NV,2015,Renewable Energy
NV,2013,Energy Efficiency
NV,2013,Fossil Energy
NV,2013,Energy Efficiency
NV,2013,Energy Efficiency
NV,2013,Energy Efficiency
NV,2013,Renewable Energy
NV,2013,Fossil Energy
NV,2013,Transportation
NV,2013,Renewable Energy
NV,2013,Transportation
NV,2011,Climate Change
NV,2011,Energy Efficiency
NV,2011,Renewable Energy
NV,2011,Energy Efficiency
NV,2011,Renewable Energy
NV,2011,Financing Energy Efficiency and Renewable Energy
NV,2011,Energy Efficiency
NV,2011,Energy Efficiency
NV,2011,Transportation
NV,2009,Transportation - Alt Fuel/Hybrid
NV,2009,Energy Efficiency
NV,2009,Renewable Energy
NV,2009,Energy Efficiency
NV,2009,Climate Change
NV,2009,Renewable Energy - Solar
NV,2009,Energy Efficiency
NV,2009,Transportation
NV,2009,Energy Efficiency
NV,2009,Renewable Energy
NV,2009,Renewable Energy
NV,2009,Transportation - Alt Fuel/Hybrid
NV,2009,Renewable Energy
NV,2009,Renewable Energy
NV,2009,Renewable Energy
NV,2009,Energy Efficiency
NV,2009,Renewable Energy
NH,2022,Energy Efficiency
NH,2022,Fossil Energy
NH,2022,Electric Grid and Transmission
NH,2022,Energy Efficiency - Building Codes and Standards
NH,2022,Energy Security and Critical Infrastructure
NH,2022,Climate Change
NH,2022,Electric Grid and Transmission
NH,2022,Electric Grid and Transmission
NH,2022,Energy Efficiency
NH,2021,Energy Efficiency
NH,2021,Fossil Energy
NH,2021,Electric Grid and Transmission
NH,2021,Energy Efficiency - Building Codes and Standards
NH,2021,Energy Security and Critical Infrastructure
NH,2021,Climate Change
NH,2021,Electric Grid and Transmission
NH,2021,Electric Grid and Transmission
NH,2020,Energy Efficiency
NH,2020,Climate Change
NH,2020,Fossil Energy
NH,2020,Fossil Energy
NH,2020,Electric Grid and Transmission
NH,2020,Electric Grid and Transmission
NH,2020,Energy Efficiency
NH,2020,Utility Regulation
NH,2020,Climate Change
NH,2020,Renewable Energy
NH,2020,Renewable Energy
NH,2020,Renewable Energy
NH,2020,Energy Efficiency
NH,2020,Energy Security and Critical Infrastructure
NH,2020,Energy Security and Critical Infrastructure
NH,2020,Transportation
NH,2020,Energy Efficiency
NH,2019,Energy Efficiency
NH,2019,Climate Change
NH,2019,Fossil Energy
NH,2019,Fossil Energy
NH,2019,Electric Grid and Transmission
NH,2019,Energy Efficiency
NH,2019,Utility Regulation
NH,2019,Climate Change
NH,2019,Renewable Energy
NH,2019,Renewable Energy
NH,2019,Energy Efficiency
NH,2019,Energy Security and Critical Infrastructure
NH,2018,Renewable Energy
NH,2018,Electric Grid and Transmission
NH,2018,Transportation
NH,2018,Renewable Energy
NH,2018,Utility Regulation
NH,2018,Electric Grid and Transmission
NH,2018,Renewable Energy
NH,2018,Energy Efficiency
NH,2018,Renewable Energy
NH,2018,Electric Grid and Transmission
NH,2018,Fossil Energy
NH,2018,Transportation
NH,2018,Climate Change
NH,2018,Transportation
NH,2018,Renewable Energy
NH,2018,Electric Grid and Transmission
NH,2018,Energy Efficiency
NH,2018,Energy Efficiency
NH,2018,Renewable Energy
NH,2018,Utility Regulation
NH,2018,Utility Regulation
NH,2017,Renewable Energy
NH,2017,Electric Grid and Transmission
NH,2017,Transportation
NH,2017,Energy Efficiency
NH,2017,Fossil Energy
NH,2017,Climate Change
NH,2016,Energy Efficiency
NH,2016,Utility Regulation
NH,2016,Energy Efficiency
NH,2016,Transportation
NH,2016,Energy Security and Critical Infrastructure
NH,2016,Energy Security and Critical Infrastructure
NH,2016,Electric Grid and Transmission
NH,2016,Energy Efficiency
NH,2016,Renewable Energy
NH,2016,Climate Change
NH,2016,Transportation
NH,2016,Fossil Energy
NH,2016,Energy Security and Critical Infrastructure
NH,2016,Energy Security and Critical Infrastructure
NH,2016,Electric Grid and Transmission
NH,2016,Fossil Energy - Natural Gas
NH,2016,Renewable Energy
NH,2015,Energy Efficiency
NH,2015,Utility Regulation
NH,2015,Energy Efficiency
NH,2015,Energy Security and Critical Infrastructure
NH,2015,Energy Efficiency
NH,2015,Transportation
NH,2015,Fossil Energy
NH,2015,Energy Security and Critical Infrastructure
NH,2014,Energy Efficiency
NH,2014,Electric Grid and Transmission
NH,2014,Renewable Energy
NH,2014,Climate Change
NH,2014,Renewable Energy
NH,2014,Renewable Energy
NH,2014,Energy Efficiency
NH,2014,Energy Efficiency
NH,2014,Electric Grid and Transmission
NH,2014,Energy Efficiency
NH,2014,Renewable Energy
NH,2014,Climate Change
NH,2014,Energy Security and Critical Infrastructure
NH,2014,Utility Regulation
NH,2014,Energy Efficiency
NH,2014,Renewable Energy
NH,2014,Energy Efficiency
NH,2014,Energy Efficiency
NH,2014,Transportation
NH,2014,Energy Security and Critical Infrastructure
NH,2014,Renewable Energy
NH,2014,Fossil Energy
NH,2014,Climate Change - Emissions Reduction
NH,2014,Renewable Energy
NH,2014,Electric Grid and Transmission
NH,2014,Electric Grid and Transmission
NH,2013,Energy Efficiency
NH,2013,Renewable Energy
NH,2013,Climate Change
NH,2013,Renewable Energy
NH,2013,Renewable Energy
NH,2013,Energy Efficiency
NH,2013,Renewable Energy
NH,2013,Climate Change
NH,2013,Energy Security and Critical Infrastructure
NH,2013,Renewable Energy
NH,2013,Energy Efficiency
NH,2012,Transportation
NH,2012,Transportation
NH,2012,Energy Efficiency
NH,2012,Renewable Energy
NH,2012,Energy Efficiency
NH,2012,Energy Security and Critical Infrastructure
NH,2012,Renewable Energy
NH,2012,Transportation
NH,2012,Renewable Energy
NH,2012,Climate Change
NH,2011,Transportation
NH,2011,Transportation
NH,2011,Energy Efficiency
NH,2011,Renewable Energy
NH,2010,Renewable Energy
NH,2010,Energy Efficiency
NH,2010,Renewable Energy
NH,2010,Renewable Energy
NH,2010,Energy Efficiency
NH,2010,Renewable Energy
NH,2010,Energy Efficiency
NH,2010,Transportation
NH,2010,Renewable Energy
NH,2010,Renewable Energy
NH,2010,Energy Efficiency
NH,2010,Energy Efficiency
NH,2009,Renewable Energy
NH,2009,Energy Efficiency
NH,2009,Renewable Energy
NH,2009,Energy Efficiency
NH,2009,Renewable Energy
NH,2009,Fossil Energy
NH,2009,Renewable Energy
NH,2009,Transportation - Alt Fuel/Hybrid
NH,2008,Renewable Energy
NH,2008,Renewable Energy
NH,2008,Renewable Energy
NH,2008,Climate Change
NH,2008,Climate Change
NH,2008,Climate Change
NJ,2022,Climate Change
NJ,2022,Renewable Energy
NJ,2022,Fossil Energy - Natural Gas
NJ,2022,Energy Efficiency
NJ,2022,Electric Grid and Transmission
NJ,2022,Transportation
NJ,2022,Climate Change - Adaptation and Environment
NJ,2022,Climate Change
NJ,2022,Climate Change
NJ,2022,Energy Efficiency - Building Codes and Standards
NJ,2022,Renewable Energy
NJ,2022,Electric Grid and Transmission
NJ,2022,Energy Efficiency
NJ,2022,Climate Change - Emissions Reduction
NJ,2022,Energy Security and Critical Infrastructure
NJ,2022,Climate Change - Emissions Reduction
NJ,2022,Renewable Energy
NJ,2022,Renewable Energy
NJ,2022,Financing Energy Efficiency and Renewable Energy
NJ,2022,Energy Efficiency
NJ,2021,Climate Change
NJ,2021,Renewable Energy
NJ,2021,Fossil Energy - Natural Gas
NJ,2021,Energy Efficiency
NJ,2021,Electric Grid and Transmission
NJ,2021,Climate Change - Adaptation and Environment
NJ,2021,Climate Change
NJ,2021,Energy Efficiency - Building Codes and Standards
NJ,2021,Renewable Energy
NJ,2021,Electric Grid and Transmission
NJ,2021,Energy Efficiency
NJ,2021,Climate Change - Emissions Reduction
NJ,2021,Renewable Energy
NJ,2021,Renewable Energy
NJ,2021,Financing Energy Efficiency and Renewable Energy
NJ,2021,Energy Efficiency
NJ,2020,Climate Change
NJ,2020,Transportation
NJ,2020,Renewable Energy
NJ,2020,Renewable Energy
NJ,2020,Transportation
NJ,2020,
NJ,2020,Financing Energy Efficiency and Renewable Energy
NJ,2019,Energy Security and Critical Infrastructure
NJ,2019,Climate Change
NJ,2019,Renewable Energy
NJ,2019,Utility Regulation
NJ,2019,Fossil Energy
NJ,2019,Transportation
NJ,2019,Fossil Energy
NJ,2019,Fossil Energy
NJ,2019,Energy Efficiency
NJ,2019,Renewable Energy
NJ,2019,Transportation
NJ,2019,Transportation
NJ,2019,Climate Change
NJ,2019,Energy Security and Critical Infrastructure
NJ,2019,Climate Change
NJ,2019,Energy Efficiency
NJ,2018,Climate Change
NJ,2018,Fossil Energy
NJ,2018,Energy Efficiency
NJ,2018,Renewable Energy
NJ,2018,Climate Change
NJ,2018,Energy Efficiency
NJ,2017,Transportation
NJ,2017,Fossil Energy
NJ,2017,Climate Change
NJ,2017,Energy Efficiency
NJ,2017,Energy Efficiency
NJ,2017,Transportation
NJ,2017,Energy Efficiency
NJ,2017,Renewable Energy
NJ,2016,Transportation
NJ,2016,Fossil Energy
NJ,2016,Energy Efficiency
NJ,2016,Energy Efficiency
NJ,2016,Energy Efficiency
NJ,2015,Energy Efficiency
NJ,2015,Energy Efficiency
NJ,2015,Energy Efficiency
NJ,2015,Electric Grid and Transmission
NJ,2015,Electric Grid and Transmission
NJ,2015,Energy Efficiency
NJ,2015,Transportation
NJ,2015,Renewable Energy
NJ,2015,Transportation
NJ,2015,Renewable Energy
NJ,2015,Renewable Energy
NJ,2014,Energy Efficiency
NJ,2014,Energy Efficiency
NJ,2014,Renewable Energy
NJ,2013,Financing Energy Efficiency and Renewable Energy
NJ,2013,Financing Energy Efficiency and Renewable Energy
NJ,2013,Financing Energy Efficiency and Renewable Energy
NJ,2013,Energy Efficiency
NJ,2013,
NJ,2013,Renewable Energy
NJ,2012,Financing Energy Efficiency and Renewable Energy
NJ,2012,Financing Energy Efficiency and Renewable Energy
NJ,2012,Energy Efficiency
NJ,2011,Renewable Energy
NJ,2011,Renewable Energy
NJ,2011,Transportation
NJ,2011,Green Jobs
NJ,2011,Renewable Energy
NJ,2010,Renewable Energy
NJ,2010,Renewable Energy
NJ,2008,Renewable Energy
NJ,2008,Renewable Energy
NJ,2008,Energy Efficiency
NJ,2008,Renewable Energy
NJ,2008,Energy Efficiency
NJ,2008,Renewable Energy
NJ,2008,Transportation
NJ,2008,Nuclear Energy Facilities
NJ,2008,Energy Efficiency
NM,2022,Energy Efficiency
NM,2022,Energy Efficiency
NM,2022,Nuclear / Radioactive Waste
NM,2021,Climate Change
NM,2021,Energy Efficiency
NM,2021,Fossil Energy
NM,2021,Renewable Energy
NM,2021,Renewable Energy
NM,2021,Green Jobs
NM,2021,Energy Security and Critical Infrastructure
NM,2020,Utility Regulation
NM,2020,Financing Energy Efficiency and Renewable Energy
NM,2020,Energy Efficiency
NM,2020,Financing Energy Efficiency and Renewable Energy
NM,2020,Climate Change
NM,2019,Green Jobs
NM,2019,Energy Security and Critical Infrastructure
NM,2019,Energy Efficiency
NM,2019,Financing Energy Efficiency and Renewable Energy
NM,2019,Climate Change
NM,2019,Transportation
NM,2019,Fossil Energy
NM,2019,Fossil Energy
NM,2018,Fossil Energy
NM,2018,Transportation
NM,2018,Fossil Energy
NM,2017,Renewable Energy
NM,2017,Electric Grid and Transmission
NM,2017,Energy Security and Critical Infrastructure
NM,2016,Energy Security and Critical Infrastructure
NM,2016,Energy Security and Critical Infrastructure
NM,2016,Climate Change
NM,2016,Transportation
NM,2015,Energy Efficiency
NM,2015,Energy Efficiency
NM,2015,Renewable Energy
NM,2015,Renewable Energy
NM,2015,Utility Regulation
NM,2015,Fossil Energy
NM,2014,Transportation
NM,2014,Renewable Energy
NM,2014,Renewable Energy
NM,2014,Renewable Energy
NM,2014,Renewable Energy
NM,2014,Transportation
NM,2014,Energy Efficiency
NM,2013,Energy Efficiency
NM,2013,Renewable Energy
NM,2013,Energy Efficiency
NM,2013,Transportation
NM,2013,Energy Efficiency
NM,2013,Renewable Energy
NM,2013,Energy Efficiency
NM,2013,Transportation
NM,2013,Energy Efficiency
NM,2012,Nuclear / Radioactive Waste
NM,2012,Fossil Energy
NM,2011,Financing Energy Efficiency and Renewable Energy
NM,2011,
NM,2011,Financing Energy Efficiency and Renewable Energy
NM,2011,Fossil Energy
NM,2011,Fossil Energy
NM,2011,Renewable Energy
NM,2010,Renewable Energy
NM,2010,Renewable Energy
NM,2010,Energy Efficiency
NM,2010,Renewable Energy
NM,2010,Fossil Energy
NM,2010,Renewable Energy
NM,2010,Renewable Energy
NM,2009,Fossil Energy
NM,2009,Fossil Energy - Coal
NM,2009,Renewable Energy
NM,2009,Energy Efficiency
NM,2009,Energy Efficiency
NM,2009,Energy Efficiency
NM,2009,Renewable Energy
NM,2009,Energy Efficiency
NM,2009,Fossil Energy
NM,2009,Fossil Energy
NM,2009,Transportation - Alt Fuel/Hybrid
NM,2009,Renewable Energy
NM,2009,Renewable Energy
NM,2009,Energy Efficiency
NM,2009,Energy Efficiency
NM,2009,Renewable Energy
NM,2008,Renewable Energy
NY,2022,Renewable Energy
NY,2022,Climate Change
NY,2022,Renewable Energy
NY,2022,Nuclear / Radioactive Waste
NY,2022,Renewable Energy
NY,2022,Green Jobs
NY,2022,Transportation
NY,2022,Fossil Energy - Coal
NY,2022,Climate Change - Emissions Reduction
NY,2022,Climate Change
NY,2022,Electric Grid and Transmission
NY,2022,Climate Change - Adaptation and Environment
NY,2022,Renewable Energy
NY,2022,Financing Energy Efficiency and Renewable Energy
NY,2022,Renewable Energy
NY,2022,Renewable Energy
NY,2022,Fossil Energy
NY,2022,Transportation - Alt Fuel/Hybrid
NY,2022,Energy Security and Critical Infrastructure
NY,2022,Climate Change
NY,2022,Transportation
NY,2022,Energy Security and Critical Infrastructure
NY,2021,Renewable Energy
NY,2021,Climate Change
NY,2021,Renewable Energy
NY,2021,Nuclear / Radioactive Waste
NY,2021,Renewable Energy
NY,2021,Green Jobs
NY,2021,Fossil Energy - Coal
NY,2021,Electric Grid and Transmission
NY,2021,Climate Change - Adaptation and Environment
NY,2021,Renewable Energy
NY,2021,Financing Energy Efficiency and Renewable Energy
NY,2021,Renewable Energy
NY,2021,Transportation - Alt Fuel/Hybrid
NY,2021,Energy Security and Critical Infrastructure
